Unnamed: 0,ID,emotion,text,tokens
93,93,shame,my father who is very quiet discovered i was going out with a coloured boy  he called me names and was really upset ,"['my', 'father', 'who', 'is', 'very', 'quiet', 'discovered', 'i', 'was', 'going', 'out', 'with', 'a', 'coloured', 'boy', '', 'he', 'called', 'me', 'names', 'and', 'was', 'really', 'upset', '']"
94,94,disgust,when i heard the bad news about the death of a close person ,"['when', 'i', 'heard', 'the', 'bad', 'news', 'about', 'the', 'death', 'of', 'a', 'close', 'person', '']"
95,95,disgust,after buying a ticket  i lost it before i reached my destination and the bus inspector dropped me at a place i didn t know ,"['after', 'buying', 'a', 'ticket', '', 'i', 'lost', 'it', 'before', 'i', 'reached', 'my', 'destination', 'and', 'the', 'bus', 'inspector', 'dropped', 'me', 'at', 'a', 'place', 'i', 'didn', 't', 'know', '']"
96,96,joy,i met a dear friend of mine after a long time   i expressed my feelings in our own usual way  by mutual scolding and abusing  with complete understanding  and by touching  patting and taking the hand of the other person  etc ellipsis,"['i', 'met', 'a', 'dear', 'friend', 'of', 'mine', 'after', 'a', 'long', 'time', '', '', 'i', 'expressed', 'my', 'feelings', 'in', 'our', 'own', 'usual', 'way', '', 'by', 'mutual', 'scolding', 'and', 'abusing', '', 'with', 'complete', 'understanding', '', 'and', 'by', 'touching', '', 'patting', 'and', 'taking', 'the', 'hand', 'of', 'the', 'other', 'person', '', 'etc', 'ellipsis']"
97,97,guilt,as a child   accidentally stepping on a pet guinea pig   it dying ,"['as', 'a', 'child', '', '', 'accidentally', 'stepping', 'on', 'a', 'pet', 'guinea', 'pig', '', '', 'it', 'dying', '']"
98,98,shame,a professor was going to read aloud in class a composition of mine in which i had criticized some political attitudes and also some class mates    i was ashamed at having written that ,"['a', 'professor', 'was', 'going', 'to', 'read', 'aloud', 'in', 'class', 'a', 'composition', 'of', 'mine', 'in', 'which', 'i', 'had', 'criticized', 'some', 'political', 'attitudes', 'and', 'also', 'some', 'class', 'mates', '', '', '', 'i', 'was', 'ashamed', 'at', 'having', 'written', 'that', '']"
99,99,sadness,a friend told me about his cousin who is my girlfriend  he said she had treated him in a mean and nasty way  i was surprised because in front of other people she had always treated him in a friendly way  i am very sad about it ,"['a', 'friend', 'told', 'me', 'about', 'his', 'cousin', 'who', 'is', 'my', 'girlfriend', '', 'he', 'said', 'she', 'had', 'treated', 'him', 'in', 'a', 'mean', 'and', 'nasty', 'way', '', 'i', 'was', 'surprised', 'because', 'in', 'front', 'of', 'other', 'people', 'she', 'had', 'always', 'treated', 'him', 'in', 'a', 'friendly', 'way', '', 'i', 'am', 'very', 'sad', 'about', 'it', '']"
100,100,sadness,at set backs ,"['at', 'set', 'backs', '']"
101,101,guilt,it is some years ago when my mother found me stealing relish in the pot  it was fresh fish which was very appetising ,"['it', 'is', 'some', 'years', 'ago', 'when', 'my', 'mother', 'found', 'me', 'stealing', 'relish', 'in', 'the', 'pot', '', 'it', 'was', 'fresh', 'fish', 'which', 'was', 'very', 'appetising', '']"
102,102,shame,i didn t do an important job and it had an adverse effect on other people ,"['i', 'didn', 't', 'do', 'an', 'important', 'job', 'and', 'it', 'had', 'an', 'adverse', 'effect', 'on', 'other', 'people', '']"
103,103,shame,i was angry about 3 months ago and i kicked backwards against the wall  it caved in and so i had to show it to my parents  i had been angry after my mother said something to me about not being able to find clothes in my size   something that i m sensitive about   6  5   210 ,"['i', 'was', 'angry', 'about', '3', 'months', 'ago', 'and', 'i', 'kicked', 'backwards', 'against', 'the', 'wall', '', 'it', 'caved', 'in', 'and', 'so', 'i', 'had', 'to', 'show', 'it', 'to', 'my', 'parents', '', 'i', 'had', 'been', 'angry', 'after', 'my', 'mother', 'said', 'something', 'to', 'me', 'about', 'not', 'being', 'able', 'to', 'find', 'clothes', 'in', 'my', 'size', '', '', 'something', 'that', 'i', 'm', 'sensitive', 'about', '', '', '6', '', '5', '', '', '210', '']"
104,104,shame,i took a girl out once and discovered that she was going around with one of my close friends ,"['i', 'took', 'a', 'girl', 'out', 'once', 'and', 'discovered', 'that', 'she', 'was', 'going', 'around', 'with', 'one', 'of', 'my', 'close', 'friends', '']"
105,105,fear,once i failed seven subjects at school and i was terrified to give my report card to my father   i left it on the table and went to bed very early in order to avoid him seeing me ,"['once', 'i', 'failed', 'seven', 'subjects', 'at', 'school', 'and', 'i', 'was', 'terrified', 'to', 'give', 'my', 'report', 'card', 'to', 'my', 'father', '', '', 'i', 'left', 'it', 'on', 'the', 'table', 'and', 'went', 'to', 'bed', 'very', 'early', 'in', 'order', 'to', 'avoid', 'him', 'seeing', 'me', '']"
106,106,disgust,a drunkard fell  started bleeding and wet himself   disgust that turned into sadness unpleasantness ,"['a', 'drunkard', 'fell', '', 'started', 'bleeding', 'and', 'wet', 'himself', '', '', 'disgust', 'that', 'turned', 'into', 'sadness', 'unpleasantness', '']"
107,107,guilt,when i did not give back a text book to a friend in time ,"['when', 'i', 'did', 'not', 'give', 'back', 'a', 'text', 'book', 'to', 'a', 'friend', 'in', 'time', '']"
108,108,shame,i was sitting in a restaurant with friends  they asked me something which they thought i should know  actually i know it  but at that time i was not able to remember it ,"['i', 'was', 'sitting', 'in', 'a', 'restaurant', 'with', 'friends', '', 'they', 'asked', 'me', 'something', 'which', 'they', 'thought', 'i', 'should', 'know', '', 'actually', 'i', 'know', 'it', '', 'but', 'at', 'that', 'time', 'i', 'was', 'not', 'able', 'to', 'remember', 'it', '']"
109,109,shame,insulted by a teacher in front of the class ,"['insulted', 'by', 'a', 'teacher', 'in', 'front', 'of', 'the', 'class', '']"
110,110,shame,when my mother looked in my drawer  where i keep my personal things  and she found some porno photos that i have kept from more than a week  and split it ,"['when', 'my', 'mother', 'looked', 'in', 'my', 'drawer', '', 'where', 'i', 'keep', 'my', 'personal', 'things', '', 'and', 'she', 'found', 'some', 'porno', 'photos', 'that', 'i', 'have', 'kept', 'from', 'more', 'than', 'a', 'week', '', 'and', 'split', 'it', '']"
111,111,fear,it was a week before the higher level results were announced   i had tried and failed many times and this was the last time that i was taking the exam   i knew that if i failed again i woulld have to enter the society   i imagined things during this period   i dreamt that i had entered university and it was a nice experience   when i thought about the future  an unexplainable fear rose in me   i feared being a worker and not having a bright prospect  i also feared the criticism of my relatives as my brother had gone to university   whenevr i thought of this issue i could not eat or concentrate  and my heart beat increased ,"['it', 'was', 'a', 'week', 'before', 'the', 'higher', 'level', 'results', 'were', 'announced', '', '', 'i', 'had', 'tried', 'and', 'failed', 'many', 'times', 'and', 'this', 'was', 'the', 'last', 'time', 'that', 'i', 'was', 'taking', 'the', 'exam', '', '', 'i', 'knew', 'that', 'if', 'i', 'failed', 'again', 'i', 'woulld', 'have', 'to', 'enter', 'the', 'society', '', '', 'i', 'imagined', 'things', 'during', 'this', 'period', '', '', 'i', 'dreamt', 'that', 'i', 'had', 'entered', 'university', 'and', 'it', 'was', 'a', 'nice', 'experience', '', '', 'when', 'i', 'thought', 'about', 'the', 'future', '', 'an', 'unexplainable', 'fear', 'rose', 'in', 'me', '', '', 'i', 'feared', 'being', 'a', 'worker', 'and', 'not', 'having', 'a', 'bright', 'prospect', '', 'i', 'also', 'feared', 'the', 'criticism', 'of', 'my', 'relatives', 'as', 'my', 'brother', 'had', 'gone', 'to', 'university', '', '', 'whenevr', 'i', 'thought', 'of', 'this', 'issue', 'i', 'could', 'not', 'eat', 'or', 'concentrate', '', 'and', 'my', 'heart', 'beat', 'increased', '']"
112,112,shame,when i asked my classmate to teach me to do my homework  he asked me to study by myself first but i did not do it   when he asked me  if i had studied  i felt very ashamed  ,"['when', 'i', 'asked', 'my', 'classmate', 'to', 'teach', 'me', 'to', 'do', 'my', 'homework', '', 'he', 'asked', 'me', 'to', 'study', 'by', 'myself', 'first', 'but', 'i', 'did', 'not', 'do', 'it', '', '', 'when', 'he', 'asked', 'me', '', 'if', 'i', 'had', 'studied', '', 'i', 'felt', 'very', 'ashamed', '', '']"
113,113,shame,when i dated a close girlfriend s boyfriend a few times  he told me that it was over between them and i accepted it   when she found out she finished our friendship ,"['when', 'i', 'dated', 'a', 'close', 'girlfriend', 's', 'boyfriend', 'a', 'few', 'times', '', 'he', 'told', 'me', 'that', 'it', 'was', 'over', 'between', 'them', 'and', 'i', 'accepted', 'it', '', '', 'when', 'she', 'found', 'out', 'she', 'finished', 'our', 'friendship', '']"
114,114,fear,when i was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic ,"['when', 'i', 'was', 'cycling', 'past', 'a', 'parked', 'car', 'someone', 'opened', 'the', 'door', 'and', 'nearly', 'pushed', 'me', 'off', 'my', 'bike', 'and', 'into', 'the', 'traffic', '']"
115,115,sadness,my grandfather died  when i was an exchange student in the usa ,"['my', 'grandfather', 'died', '', 'when', 'i', 'was', 'an', 'exchange', 'student', 'in', 'the', 'usa', '']"
116,116,guilt,i was at school and afterwards went to work  after work i went to see a friend and stayed out late  when i got home my mother was awake and i felt guilty ,"['i', 'was', 'at', 'school', 'and', 'afterwards', 'went', 'to', 'work', '', 'after', 'work', 'i', 'went', 'to', 'see', 'a', 'friend', 'and', 'stayed', 'out', 'late', '', 'when', 'i', 'got', 'home', 'my', 'mother', 'was', 'awake', 'and', 'i', 'felt', 'guilty', '']"
117,117,sadness,at the begining of a new course one is afraid of encountering problems one can not manage   thoughts revolve around failing the subject and the consequences it would have for the future ,"['at', 'the', 'begining', 'of', 'a', 'new', 'course', 'one', 'is', 'afraid', 'of', 'encountering', 'problems', 'one', 'can', 'not', 'manage', '', '', 'thoughts', 'revolve', 'around', 'failing', 'the', 'subject', 'and', 'the', 'consequences', 'it', 'would', 'have', 'for', 'the', 'future', '']"
118,118,guilt,  no response  ,"['', '', 'no', 'response', '', '']"
119,119,fear,walking in the dark and thinking about ghost stories ,"['walking', 'in', 'the', 'dark', 'and', 'thinking', 'about', 'ghost', 'stories', '']"
120,120,shame,after our sad first of may party  i felt ashamed because the friends who had been invited had to suffer   we  the organizers of the party  did not drive the intruders away ,"['after', 'our', 'sad', 'first', 'of', 'may', 'party', '', 'i', 'felt', 'ashamed', 'because', 'the', 'friends', 'who', 'had', 'been', 'invited', 'had', 'to', 'suffer', '', '', 'we', '', 'the', 'organizers', 'of', 'the', 'party', '', 'did', 'not', 'drive', 'the', 'intruders', 'away', '']"
121,121,joy,i was very happy when i passed and went to form i   it was a great relief for me as i had been very worried considering the large number of pupils who fail ,"['i', 'was', 'very', 'happy', 'when', 'i', 'passed', 'and', 'went', 'to', 'form', 'i', '', '', 'it', 'was', 'a', 'great', 'relief', 'for', 'me', 'as', 'i', 'had', 'been', 'very', 'worried', 'considering', 'the', 'large', 'number', 'of', 'pupils', 'who', 'fail', '']"
122,122,shame,when i was leaving home i decided to leave without saying good bye to my young brother   my brother saw me and said           will you not say good bye to me question mark   he is only 31 2 years old  ,"['when', 'i', 'was', 'leaving', 'home', 'i', 'decided', 'to', 'leave', 'without', 'saying', 'good', 'bye', 'to', 'my', 'young', 'brother', '', '', 'my', 'brother', 'saw', 'me', 'and', 'said', '', '', '', '', '', '', '', '', '', '', 'will', 'you', 'not', 'say', 'good', 'bye', 'to', 'me', 'question', 'mark', '', '', 'he', 'is', 'only', '31', '2', 'years', 'old', '', '']"
123,123,disgust,a sour looking man was beating his thin dog in remuera ,"['a', 'sour', 'looking', 'man', 'was', 'beating', 'his', 'thin', 'dog', 'in', 'remuera', '']"
124,124,disgust,i was returning from the universtity at night when i was accosted by a boy who molested me  passing his hands on my body ,"['i', 'was', 'returning', 'from', 'the', 'universtity', 'at', 'night', 'when', 'i', 'was', 'accosted', 'by', 'a', 'boy', 'who', 'molested', 'me', '', 'passing', 'his', 'hands', 'on', 'my', 'body', '']"
125,125,sadness,after training for an australian championship competition for a year and then injuring myself 2 weeks before the competiotion ,"['after', 'training', 'for', 'an', 'australian', 'championship', 'competition', 'for', 'a', 'year', 'and', 'then', 'injuring', 'myself', '2', 'weeks', 'before', 'the', 'competiotion', '']"
126,126,sadness,a close friend of mine had not contacted me for a long time ,"['a', 'close', 'friend', 'of', 'mine', 'had', 'not', 'contacted', 'me', 'for', 'a', 'long', 'time', '']"
127,127,sadness,lecturers being unfair to me in reports ,"['lecturers', 'being', 'unfair', 'to', 'me', 'in', 'reports', '']"
128,128,sadness,i missed the last tram home and had to walk in the pouring rain ,"['i', 'missed', 'the', 'last', 'tram', 'home', 'and', 'had', 'to', 'walk', 'in', 'the', 'pouring', 'rain', '']"
129,129,joy,when i passed the b a exams and my parents allowed me to carry on my studies and do a m a    i was very happy ,"['when', 'i', 'passed', 'the', 'b', 'a', 'exams', 'and', 'my', 'parents', 'allowed', 'me', 'to', 'carry', 'on', 'my', 'studies', 'and', 'do', 'a', 'm', 'a', '', '', '', 'i', 'was', 'very', 'happy', '']"
130,130,fear,i had climbed on a cherry tree alone and there was a thick caterpillar beside my fingers  i feel disgusted by caterpillars and snakes  i was terribly afraid of the caterpillar crawling on my fingers  out of the fear i was almost unable to climb down ,"['i', 'had', 'climbed', 'on', 'a', 'cherry', 'tree', 'alone', 'and', 'there', 'was', 'a', 'thick', 'caterpillar', 'beside', 'my', 'fingers', '', 'i', 'feel', 'disgusted', 'by', 'caterpillars', 'and', 'snakes', '', 'i', 'was', 'terribly', 'afraid', 'of', 'the', 'caterpillar', 'crawling', 'on', 'my', 'fingers', '', 'out', 'of', 'the', 'fear', 'i', 'was', 'almost', 'unable', 'to', 'climb', 'down', '']"
131,131,anger,i had an exam and i had it well prepared   i did the first part very well but did not know the second part ,"['i', 'had', 'an', 'exam', 'and', 'i', 'had', 'it', 'well', 'prepared', '', '', 'i', 'did', 'the', 'first', 'part', 'very', 'well', 'but', 'did', 'not', 'know', 'the', 'second', 'part', '']"
132,132,joy,renewed contact with an earlier friend ,"['renewed', 'contact', 'with', 'an', 'earlier', 'friend', '']"
133,133,disgust,when a drunkard  in town yelled at me saying that i was a prostitute ,"['when', 'a', 'drunkard', '', 'in', 'town', 'yelled', 'at', 'me', 'saying', 'that', 'i', 'was', 'a', 'prostitute', '']"
